NOM_SIGLA_UF_EMIT,NOM_SIGLA_UF_DEST,DSC_UF_EMIT,DSC_UF_DEST,NOM_SIGLA_REGIAO_EMIT,NOM_SIGLA_REGIAO_DEST,DSC_REGIAO_EMIT,DSC_REGIAO_DEST,SEGMENTO_ECONOMICO_EMIT,SEGMENTO_ECONOMICO_DEST,QTDE_NOTAS,TOTAL_VLR
PR,CE,PARANA,CEARA,S,NE,Sul,Nordeste,COMERCIO ATACADISTA,PRODUTOR AGROPECUARIO,1,71295.703125
CE,PA,CEARA,PARA,NE,N,Nordeste,Norte,COMERCIO VAREJISTA,INDUSTRIA,5,7336.6099853515625
CE,MS,CEARA,MATO GROSSO DO SUL,NE,CO,Nordeste,Centro-Oeste,COMERCIO VAREJISTA,INDUSTRIA,1,600.0
CE,PA,CEARA,PARA,NE,N,Nordeste,Norte,,INDUSTRIA,2,25000.0
TO,CE,TOCANTINS,CEARA,N,NE,Norte,Nordeste,,COMERCIO VAREJISTA,1780,1.925570207256365E7
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,OUTROS SEGMENTOS,,3327,6.89045929279151E7
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,COMBUSTIVEL,CONSTRUCAO CIVIL,350,8089879.293073654
CE,PE,CEARA,PERNAMBUCO,NE,NE,Nordeste,Nordeste,,,122,1.1528318922912598E7
CE,AC,CEARA,ACRE,NE,N,Nordeste,Norte,INDUSTRIA,,792,6048987.191943921
PR,CE,PARANA,CEARA,S,NE,Sul,Nordeste,,INDUSTRIA,4007,1.3694282895285884E8
CE,PR,CEARA,PARANA,NE,S,Nordeste,Sul,INDUSTRIA,,12630,1.6753923908170277E8
CE,SP,CEARA,SAO PAULO,NE,SE,Nordeste,Sudeste,SERVICOS DE COMUNICACAO,,122,9465366.618396759
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO ATACADISTA,COMERCIO VAREJISTA,1718158,3.063155596690425E9
CE,MG,CEARA,MINAS GERAIS,NE,SE,Nordeste,Sudeste,SERVICOS DE COMUNICACAO,,36,449349.6207885742
RJ,CE,RIO DE JANEIRO,CEARA,SE,NE,Sudeste,Nordeste,,INDUSTRIA,3109,4.006234147351748E7
PE,CE,PERNAMBUCO,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO ATACADISTA,COMERCIO VAREJISTA,9268,1.3000958250425673E8
MG,CE,MINAS GERAIS,CEARA,SE,NE,Sudeste,Nordeste,COMERCIO ATACADISTA,COMERCIO VAREJISTA,1249,7034673.181354761
CE,PA,CEARA,PARA,NE,N,Nordeste,Norte,COMERCIO VAREJISTA,,1793,9838397.763767242
CE,PE,CEARA,PERNAMBUCO,NE,NE,Nordeste,Nordeste,CONSTRUCAO CIVIL,,27,1928117.0456848145
SP,CE,SAO PAULO,CEARA,SE,NE,Sudeste,Nordeste,,ENERGIA ELETRICA,7862,1.0727473437442178E8
CE,MG,CEARA,MINAS GERAIS,NE,SE,Nordeste,Sudeste,COMBUSTIVEL,,57,3331220.810974121
SE,CE,SERGIPE,CEARA,NE,NE,Nordeste,Nordeste,,COMERCIO VAREJISTA,1484,1.1002772694873571E7
RN,CE,RIO GRANDE DO NORTE,CEARA,NE,NE,Nordeste,Nordeste,,COMERCIO ATACADISTA,3905,2.638403638950342E7
CE,MG,CEARA,MINAS GERAIS,NE,SE,Nordeste,Sudeste,OUTROS SEGMENTOS,,151,1666335.8611049652
ES,CE,ESPIRITO SANTO,CEARA,SE,NE,Sudeste,Nordeste,COMERCIO VAREJISTA,OUTROS SEGMENTOS,50,309942.1399078369
PE,CE,PERNAMBUCO,CEARA,NE,NE,Nordeste,Nordeste,,INDUSTRIA,6490,2.2535315003815407E8
MS,CE,MATO GROSSO DO SUL,CEARA,CO,NE,Centro-Oeste,Nordeste,,COMERCIO ATACADISTA,337,2.2936198232372284E7
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO VAREJISTA,CONSTRUCAO CIVIL,16190,5.2934137578279376E7
CE,AL,CEARA,ALAGOAS,NE,NE,Nordeste,Nordeste,COMERCIO ATACADISTA,,10378,3.338633515501506E7
MG,CE,MINAS GERAIS,CEARA,SE,NE,Sudeste,Nordeste,COMERCIO VAREJISTA,COMERCIO VAREJISTA,5212,4545784.895359039
SP,CE,SAO PAULO,CEARA,SE,NE,Sudeste,Nordeste,COMERCIO ATACADISTA,COMERCIO ATACADISTA,6528,1.4434749282433695E8
SC,CE,SANTA CATARINA,CEARA,S,NE,Sul,Nordeste,INDUSTRIA,INDUSTRIA,120,3356843.8771533966
RN,CE,RIO GRANDE DO NORTE,CEARA,NE,NE,Nordeste,Nordeste,,OUTROS SEGMENTOS,649,1.065635715547039E7
SP,CE,SAO PAULO,CEARA,SE,NE,Sudeste,Nordeste,COMBUSTIVEL,SERVICOS DE TRANSPORTE,2,77292.689453125
SP,CE,SAO PAULO,CEARA,SE,NE,Sudeste,Nordeste,ENERGIA ELETRICA,,53,1043262.4708251953
DF,CE,DISTRITO FEDERAL,CEARA,CO,NE,Centro-Oeste,Nordeste,COMERCIO ATACADISTA,OUTROS SEGMENTOS,187,1290468.737739563
BA,CE,BAHIA,CEARA,NE,NE,Nordeste,Nordeste,ENERGIA ELETRICA,OUTROS SEGMENTOS,1,65120.6015625
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,,OUTROS SEGMENTOS,304,2020085.389345169
SP,CE,SAO PAULO,CEARA,SE,NE,Sudeste,Nordeste,COMERCIO ATACADISTA,OUTROS SEGMENTOS,541,4862666.904559502
CE,MA,CEARA,MARANHAO,NE,NE,Nordeste,Nordeste,,,120,561676.0085449219
CE,SP,CEARA,SAO PAULO,NE,SE,Nordeste,Sudeste,COMBUSTIVEL,,82,2229498.0780496597
BA,CE,BAHIA,CEARA,NE,NE,Nordeste,Nordeste,,SERVICOS DE TRANSPORTE,1040,3262364.2547323704
PE,CE,PERNAMBUCO,CEARA,NE,NE,Nordeste,Nordeste,INDUSTRIA,,220,2.545407132775116E7
PA,CE,PARA,CEARA,N,NE,Norte,Nordeste,,OUTROS SEGMENTOS,157,2685943.138950348
GO,CE,GOIAS,CEARA,CO,NE,Centro-Oeste,Nordeste,COMERCIO ATACADISTA,COMERCIO VAREJISTA,16,176478.76025390625
SE,CE,SERGIPE,CEARA,NE,NE,Nordeste,Nordeste,,,150,1775536.4724960327
RJ,CE,RIO DE JANEIRO,CEARA,SE,NE,Sudeste,Nordeste,INDUSTRIA,,194,2329850.630548477
CE,SP,CEARA,SAO PAULO,NE,SE,Nordeste,Sudeste,INDUSTRIA,COMERCIO VAREJISTA,983,2.6151955014362335E7
RS,CE,RIO GRANDE DO SUL,CEARA,S,NE,Sul,Nordeste,INDUSTRIA,SERVICOS DE TRANSPORTE,10,2579714.38004303
ES,CE,ESPIRITO SANTO,CEARA,SE,NE,Sudeste,Nordeste,,PRODUTOR AGROPECUARIO,38,823374.1604232788
CE,MA,CEARA,MARANHAO,NE,NE,Nordeste,Nordeste,INDUSTRIA,INDUSTRIA,304,1.2382745470861912E7
PE,CE,PERNAMBUCO,CEARA,NE,NE,Nordeste,Nordeste,,PRODUTOR AGROPECUARIO,473,1.5331912174350739E7
CE,ES,CEARA,ESPIRITO SANTO,NE,SE,Nordeste,Sudeste,OUTROS SEGMENTOS,,105,3007389.803501129
RS,CE,RIO GRANDE DO SUL,CEARA,S,NE,Sul,Nordeste,COMERCIO VAREJISTA,COMERCIO VAREJISTA,71,1029563.4785556793
RN,CE,RIO GRANDE DO NORTE,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO ATACADISTA,,130,4694311.485237122
CE,PR,CEARA,PARANA,NE,S,Nordeste,Sul,COMERCIO VAREJISTA,COMERCIO ATACADISTA,25,50695.86011695862
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,SERVICOS DE COMUNICACAO,OUTROS SEGMENTOS,43,1152184.740090847
SC,CE,SANTA CATARINA,CEARA,S,NE,Sul,Nordeste,COMBUSTIVEL,INDUSTRIA,2,176269.69384765625
PR,CE,PARANA,CEARA,S,NE,Sul,Nordeste,INDUSTRIA,,179,1.0805561696901321E7
RJ,CE,RIO DE JANEIRO,CEARA,SE,NE,Sudeste,Nordeste,COMERCIO ATACADISTA,OUTROS SEGMENTOS,20,66257.06959247589
DF,CE,DISTRITO FEDERAL,CEARA,CO,NE,Centro-Oeste,Nordeste,,PRODUTOR AGROPECUARIO,21,2173322.496520996
PE,CE,PERNAMBUCO,CEARA,NE,NE,Nordeste,Nordeste,INDUSTRIA,OUTROS SEGMENTOS,46,4822904.950126648
ES,CE,ESPIRITO SANTO,CEARA,SE,NE,Sudeste,Nordeste,COMERCIO VAREJISTA,SERVICOS DE COMUNICACAO,4,6921.420104980469
PB,CE,PARAIBA,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO VAREJISTA,COMERCIO ATACADISTA,24,53135.8799571991
CE,RS,CEARA,RIO GRANDE DO SUL,NE,S,Nordeste,Sul,,,19,94082.60009765625
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,SERVICOS DE COMUNICACAO,SERVICOS DE TRANSPORTE,51,1042183.477645874
CE,ES,CEARA,ESPIRITO SANTO,NE,SE,Nordeste,Sudeste,COMERCIO ATACADISTA,PRODUTOR AGROPECUARIO,3,44352.0
PB,CE,PARAIBA,CEARA,NE,NE,Nordeste,Nordeste,,ADMINISTRACAO PUBLICA E ORG.INTERNACIONAIS,83,647729.4750041962
CE,AM,CEARA,AMAZONAS,NE,N,Nordeste,Norte,,,13,63863.09948730469
CE,BA,CEARA,BAHIA,NE,NE,Nordeste,Nordeste,COMERCIO VAREJISTA,COMERCIO ATACADISTA,105,44352.339955329895
CE,BA,CEARA,BAHIA,NE,NE,Nordeste,Nordeste,COMERCIO ATACADISTA,COMERCIO ATACADISTA,244,947174.1224669814
CE,PR,CEARA,PARANA,NE,S,Nordeste,Sul,COMERCIO ATACADISTA,INDUSTRIA,318,740040.5481468439
CE,PA,CEARA,PARA,NE,N,Nordeste,Norte,SERVICOS DE TRANSPORTE,SERVICOS DE TRANSPORTE,1,23980.0
CE,SC,CEARA,SANTA CATARINA,NE,S,Nordeste,Sul,,,7,139403.60803222656
CE,RJ,CEARA,RIO DE JANEIRO,NE,SE,Nordeste,Sudeste,COMERCIO ATACADISTA,INDUSTRIA,47,62061.43984603882
MA,CE,MARANHAO,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO VAREJISTA,COMBUSTIVEL,2,215690.40625
SC,CE,SANTA CATARINA,CEARA,S,NE,Sul,Nordeste,COMERCIO ATACADISTA,COMBUSTIVEL,6,7373.909820556641
CE,DF,CEARA,DISTRITO FEDERAL,NE,CO,Nordeste,Centro-Oeste,SERVICOS DE COMUNICACAO,,10,6047048.71024847
DF,CE,DISTRITO FEDERAL,CEARA,CO,NE,Centro-Oeste,Nordeste,,COMBUSTIVEL,29,41736.33995819092
CE,SP,CEARA,SAO PAULO,NE,SE,Nordeste,Sudeste,COMERCIO VAREJISTA,SERVICOS DE TRANSPORTE,88,477192.12619018555
CE,PB,CEARA,PARAIBA,NE,NE,Nordeste,Nordeste,INDUSTRIA,COMERCIO ATACADISTA,116,1.2705463201293945E7
CE,RN,CEARA,RIO GRANDE DO NORTE,NE,NE,Nordeste,Nordeste,COMERCIO VAREJISTA,COMERCIO VAREJISTA,219,661281.9550985694
CE,PB,CEARA,PARAIBA,NE,NE,Nordeste,Nordeste,COMERCIO VAREJISTA,INDUSTRIA,21,733076.7700424194
CE,SP,CEARA,SAO PAULO,NE,SE,Nordeste,Sudeste,COMERCIO ATACADISTA,COMERCIO VAREJISTA,72,620999.0723152161
CE,PB,CEARA,PARAIBA,NE,NE,Nordeste,Nordeste,ENERGIA ELETRICA,INDUSTRIA,2,35.28000068664551
SP,CE,SAO PAULO,CEARA,SE,NE,Sudeste,Nordeste,COMERCIO VAREJISTA,ENERGIA ELETRICA,26,155939.27294695377
CE,GO,CEARA,GOIAS,NE,CO,Nordeste,Centro-Oeste,COMERCIO ATACADISTA,COMERCIO ATACADISTA,2,48.73000144958496
GO,CE,GOIAS,CEARA,CO,NE,Centro-Oeste,Nordeste,,SERVICOS DE COMUNICACAO,6,49020.068603515625
CE,AL,CEARA,ALAGOAS,NE,NE,Nordeste,Nordeste,CONSTRUCAO CIVIL,,6,520522.9299316406
CE,PE,CEARA,PERNAMBUCO,NE,NE,Nordeste,Nordeste,INDUSTRIA,CONSTRUCAO CIVIL,1,55380.0
CE,ES,CEARA,ESPIRITO SANTO,NE,SE,Nordeste,Sudeste,INDUSTRIA,COMBUSTIVEL,1,4790.35009765625
SP,CE,SAO PAULO,CEARA,SE,NE,Sudeste,Nordeste,ENERGIA ELETRICA,CONSTRUCAO CIVIL,3,152928.22265625
RS,CE,RIO GRANDE DO SUL,CEARA,S,NE,Sul,Nordeste,COMERCIO ATACADISTA,CONSTRUCAO CIVIL,1,197181.0
CE,PI,CEARA,PIAUI,NE,NE,Nordeste,Nordeste,ENERGIA ELETRICA,ENERGIA ELETRICA,2,16.440000534057617
CE,PE,CEARA,PERNAMBUCO,NE,NE,Nordeste,Nordeste,COMBUSTIVEL,COMBUSTIVEL,19,4078943.196582794
CE,SE,CEARA,SERGIPE,NE,NE,Nordeste,Nordeste,COMERCIO ATACADISTA,OUTROS SEGMENTOS,5,22692.349609375
CE,ES,CEARA,ESPIRITO SANTO,NE,SE,Nordeste,Sudeste,INDUSTRIA,INDUSTRIA,3,80576.66943359375
SE,CE,SERGIPE,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO VAREJISTA,COMERCIO ATACADISTA,57,122009.33016753197
ES,CE,ESPIRITO SANTO,CEARA,SE,NE,Sudeste,Nordeste,COMBUSTIVEL,COMBUSTIVEL,2,661120.96875
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,CONSTRUCAO CIVIL,SERVICOS DE COMUNICACAO,1,32.029998779296875
CE,MA,CEARA,MARANHAO,NE,NE,Nordeste,Nordeste,COMBUSTIVEL,COMBUSTIVEL,19,1731845.545928955
CE,AC,CEARA,ACRE,NE,N,Nordeste,Norte,,,2,1036000.0
CE,TO,CEARA,TOCANTINS,NE,N,Nordeste,Norte,COMBUSTIVEL,,2,202250.5537109375
CE,MT,CEARA,MATO GROSSO,NE,CO,Nordeste,Centro-Oeste,COMERCIO ATACADISTA,COMERCIO VAREJISTA,3,2397.05997467041
RN,CE,RIO GRANDE DO NORTE,CEARA,NE,NE,Nordeste,Nordeste,COMBUSTIVEL,CONSTRUCAO CIVIL,14,91771.45971679688
MG,CE,MINAS GERAIS,CEARA,SE,NE,Sudeste,Nordeste,COMERCIO VAREJISTA,SERVICOS DE TRANSPORTE,4,4050.0
RN,CE,RIO GRANDE DO NORTE,CEARA,NE,NE,Nordeste,Nordeste,OUTROS SEGMENTOS,OUTROS SEGMENTOS,2,28450.0
BA,CE,BAHIA,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO ATACADISTA,ADMINISTRACAO PUBLICA E ORG.INTERNACIONAIS,1,2470.0
DF,CE,DISTRITO FEDERAL,CEARA,CO,NE,Centro-Oeste,Nordeste,COMERCIO ATACADISTA,INDUSTRIA,1,11104.83984375
CE,AL,CEARA,ALAGOAS,NE,NE,Nordeste,Nordeste,COMERCIO ATACADISTA,INDUSTRIA,25,362075.2670135498
CE,RS,CEARA,RIO GRANDE DO SUL,NE,S,Nordeste,Sul,CONSTRUCAO CIVIL,,1,196844.578125
CE,PE,CEARA,PERNAMBUCO,NE,NE,Nordeste,Nordeste,COMERCIO ATACADISTA,COMBUSTIVEL,12,21958.579818725586
TO,CE,TOCANTINS,CEARA,N,NE,Norte,Nordeste,COMERCIO VAREJISTA,,2,9051.570068359375
BA,CE,BAHIA,CEARA,NE,NE,Nordeste,Nordeste,COMBUSTIVEL,PRODUTOR AGROPECUARIO,1,1195.8399658203125
CE,GO,CEARA,GOIAS,NE,CO,Nordeste,Centro-Oeste,COMERCIO ATACADISTA,COMERCIO VAREJISTA,6,10746.780181884766
CE,SE,CEARA,SERGIPE,NE,NE,Nordeste,Nordeste,CONSTRUCAO CIVIL,CONSTRUCAO CIVIL,1,1424.81005859375
CE,AM,CEARA,AMAZONAS,NE,N,Nordeste,Norte,SERVICOS DE TRANSPORTE,,1,10.0
CE,PE,CEARA,PERNAMBUCO,NE,NE,Nordeste,Nordeste,PRODUTOR AGROPECUARIO,COMERCIO ATACADISTA,1,123800.0
CE,MA,CEARA,MARANHAO,NE,NE,Nordeste,Nordeste,OUTROS SEGMENTOS,INDUSTRIA,2,25499.98046875
CE,RS,CEARA,RIO GRANDE DO SUL,NE,S,Nordeste,Sul,COMERCIO VAREJISTA,OUTROS SEGMENTOS,1,130.0
RR,CE,RORAIMA,CEARA,N,NE,Norte,Nordeste,,CONSTRUCAO CIVIL,1,589.25
RJ,CE,RIO DE JANEIRO,CEARA,SE,NE,Sudeste,Nordeste,SERVICOS DE COMUNICACAO,SERVICOS DE COMUNICACAO,2,10768.659912109375
AL,CE,ALAGOAS,CEARA,NE,NE,Nordeste,Nordeste,INDUSTRIA,SERVICOS DE TRANSPORTE,1,27000.0
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,OUTROS SEGMENTOS,OUTROS SEGMENTOS,3061,3.379665499858475E7
PE,CE,PERNAMBUCO,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO ATACADISTA,ADMINISTRACAO PUBLICA E ORG.INTERNACIONAIS,27,1865056.0159301758
CE,SC,CEARA,SANTA CATARINA,NE,S,Nordeste,Sul,INDUSTRIA,,10264,1.9902738802326244E8
AL,CE,ALAGOAS,CEARA,NE,NE,Nordeste,Nordeste,,CONSTRUCAO CIVIL,148,2413710.2236423492
MG,CE,MINAS GERAIS,CEARA,SE,NE,Sudeste,Nordeste,,ADMINISTRACAO PUBLICA E ORG.INTERNACIONAIS,229,5228638.336439133
CE,AL,CEARA,ALAGOAS,NE,NE,Nordeste,Nordeste,INDUSTRIA,,3829,5.503262052015383E7
PE,CE,PERNAMBUCO,CEARA,NE,NE,Nordeste,Nordeste,COMBUSTIVEL,INDUSTRIA,73,765570.3529510498
SC,CE,SANTA CATARINA,CEARA,S,NE,Sul,Nordeste,INDUSTRIA,COMERCIO ATACADISTA,1050,8895661.964597806
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,,ADMINISTRACAO PUBLICA E ORG.INTERNACIONAIS,62,1202736.82685256
SP,CE,SAO PAULO,CEARA,SE,NE,Sudeste,Nordeste,,COMERCIO ATACADISTA,23893,5.158426169857775E8
SP,CE,SAO PAULO,CEARA,SE,NE,Sudeste,Nordeste,COMERCIO ATACADISTA,,3465,5.0196780981782466E7
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,OUTROS SEGMENTOS,INDUSTRIA,2644,6.83490448128404E7
RS,CE,RIO GRANDE DO SUL,CEARA,S,NE,Sul,Nordeste,COMERCIO ATACADISTA,ADMINISTRACAO PUBLICA E ORG.INTERNACIONAIS,29,3965917.5235443115
CE,SP,CEARA,SAO PAULO,NE,SE,Nordeste,Sudeste,INDUSTRIA,,50327,8.814047056258613E8
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO ATACADISTA,ADMINISTRACAO PUBLICA E ORG.INTERNACIONAIS,5633,8.848617597644882E7
CE,TO,CEARA,TOCANTINS,NE,N,Nordeste,Norte,COMERCIO VAREJISTA,,1072,4.225582984987354E7
SC,CE,SANTA CATARINA,CEARA,S,NE,Sul,Nordeste,COMERCIO ATACADISTA,COMERCIO VAREJISTA,1697,1.0376692859622685E7
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,INDUSTRIA,COMBUSTIVEL,256,4603062.393457413
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO VAREJISTA,COMERCIO ATACADISTA,95265,1.9540510867652914E8
CE,AP,CEARA,AMAPA,NE,N,Nordeste,Norte,COMERCIO VAREJISTA,,166,475254.1191253662
CE,SC,CEARA,SANTA CATARINA,NE,S,Nordeste,Sul,PRODUTOR AGROPECUARIO,,224,1.0918701502013445E7
CE,RN,CEARA,RIO GRANDE DO NORTE,NE,NE,Nordeste,Nordeste,COMERCIO VAREJISTA,,3486,2.1313445840323925E7
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO VAREJISTA,SERVICOS DE TRANSPORTE,23763,1.2007614233922866E8
MA,CE,MARANHAO,CEARA,NE,NE,Nordeste,Nordeste,COMBUSTIVEL,COMBUSTIVEL,11,7.2501741890625E7
PI,CE,PIAUI,CEARA,NE,NE,Nordeste,Nordeste,,CONSTRUCAO CIVIL,244,1445095.1501922607
RJ,CE,RIO DE JANEIRO,CEARA,SE,NE,Sudeste,Nordeste,,COMBUSTIVEL,403,3.732569729517293E7
CE,PA,CEARA,PARA,NE,N,Nordeste,Norte,INDUSTRIA,COMERCIO VAREJISTA,26,400653.8229980469
CE,RN,CEARA,RIO GRANDE DO NORTE,NE,NE,Nordeste,Nordeste,SERVICOS DE TRANSPORTE,,57,4721045.860305786
MA,CE,MARANHAO,CEARA,NE,NE,Nordeste,Nordeste,,ADMINISTRACAO PUBLICA E ORG.INTERNACIONAIS,6,160184.703125
CE,PE,CEARA,PERNAMBUCO,NE,NE,Nordeste,Nordeste,ENERGIA ELETRICA,,115,1.0425986741389036E7
SP,CE,SAO PAULO,CEARA,SE,NE,Sudeste,Nordeste,COMERCIO VAREJISTA,COMERCIO ATACADISTA,887,2462251.3569270372
PE,CE,PERNAMBUCO,CEARA,NE,NE,Nordeste,Nordeste,,CONSTRUCAO CIVIL,573,7971055.674266338
CE,PB,CEARA,PARAIBA,NE,NE,Nordeste,Nordeste,INDUSTRIA,COMERCIO VAREJISTA,2,5596.340087890625
RN,CE,RIO GRANDE DO NORTE,CEARA,NE,NE,Nordeste,Nordeste,INDUSTRIA,INDUSTRIA,484,8.986920301654053E7
RN,CE,RIO GRANDE DO NORTE,CEARA,NE,NE,Nordeste,Nordeste,COMBUSTIVEL,COMERCIO VAREJISTA,814,2.697159668701172E7
PE,CE,PERNAMBUCO,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO VAREJISTA,CONSTRUCAO CIVIL,9,37285.770278930664
MA,CE,MARANHAO,CEARA,NE,NE,Nordeste,Nordeste,,INDUSTRIA,2206,5.352059841733611E7
CE,MG,CEARA,MINAS GERAIS,NE,SE,Nordeste,Sudeste,,,46,1004210.4833984375
MA,CE,MARANHAO,CEARA,NE,NE,Nordeste,Nordeste,,ENERGIA ELETRICA,740,1.053785578275299E7
RS,CE,RIO GRANDE DO SUL,CEARA,S,NE,Sul,Nordeste,,ENERGIA ELETRICA,639,9779094.597340584
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,ADMINISTRACAO PUBLICA E ORG.INTERNACIONAIS,,124,1429185.9699554443
SP,CE,SAO PAULO,CEARA,SE,NE,Sudeste,Nordeste,COMERCIO ATACADISTA,PRODUTOR AGROPECUARIO,14,77715.31044006348
SP,CE,SAO PAULO,CEARA,SE,NE,Sudeste,Nordeste,ENERGIA ELETRICA,COMERCIO VAREJISTA,137,4774506.868896484
MS,CE,MATO GROSSO DO SUL,CEARA,CO,NE,Centro-Oeste,Nordeste,INDUSTRIA,COMERCIO ATACADISTA,163,5222062.6697387695
ES,CE,ESPIRITO SANTO,CEARA,SE,NE,Sudeste,Nordeste,,SERVICOS DE TRANSPORTE,113,3254125.6868288517
PI,CE,PIAUI,CEARA,NE,NE,Nordeste,Nordeste,,ENERGIA ELETRICA,472,4901113.052326202
RR,CE,RORAIMA,CEARA,N,NE,Norte,Nordeste,,ENERGIA ELETRICA,115,13301.480062246323
CE,RS,CEARA,RIO GRANDE DO SUL,NE,S,Nordeste,Sul,COMERCIO VAREJISTA,INDUSTRIA,39,145359.31315231323
CE,AM,CEARA,AMAZONAS,NE,N,Nordeste,Norte,OUTROS SEGMENTOS,,23,166801.5615234375
ES,CE,ESPIRITO SANTO,CEARA,SE,NE,Sudeste,Nordeste,,SERVICOS DE COMUNICACAO,30,907075.640083313
CE,GO,CEARA,GOIAS,NE,CO,Nordeste,Centro-Oeste,COMERCIO VAREJISTA,INDUSTRIA,32,1347387.5651416779
CE,SC,CEARA,SANTA CATARINA,NE,S,Nordeste,Sul,COMERCIO ATACADISTA,COMERCIO VAREJISTA,5,11153.2099609375
BA,CE,BAHIA,CEARA,NE,NE,Nordeste,Nordeste,INDUSTRIA,COMERCIO ATACADISTA,1046,5.096341190394974E7
CE,SP,CEARA,SAO PAULO,NE,SE,Nordeste,Sudeste,,,217,1.0109827056976318E7
RJ,CE,RIO DE JANEIRO,CEARA,SE,NE,Sudeste,Nordeste,,CONSTRUCAO CIVIL,301,871559.467373848
AL,CE,ALAGOAS,CEARA,NE,NE,Nordeste,Nordeste,,ADMINISTRACAO PUBLICA E ORG.INTERNACIONAIS,19,20874.64003753662
MT,CE,MATO GROSSO,CEARA,CO,NE,Centro-Oeste,Nordeste,,,164,766741.6054382324
CE,PR,CEARA,PARANA,NE,S,Nordeste,Sul,ENERGIA ELETRICA,,78,1.6505597590953588E7
AL,CE,ALAGOAS,CEARA,NE,NE,Nordeste,Nordeste,,SERVICOS DE TRANSPORTE,77,352232.75074386597
CE,PR,CEARA,PARANA,NE,S,Nordeste,Sul,COMERCIO VAREJISTA,INDUSTRIA,260,8200768.189078629
CE,RN,CEARA,RIO GRANDE DO NORTE,NE,NE,Nordeste,Nordeste,COMERCIO ATACADISTA,COMERCIO VAREJISTA,14,20072.869831085205
CE,SC,CEARA,SANTA CATARINA,NE,S,Nordeste,Sul,COMERCIO VAREJISTA,COMERCIO ATACADISTA,81,344641.0741996765
PE,CE,PERNAMBUCO,CEARA,NE,NE,Nordeste,Nordeste,INDUSTRIA,SERVICOS DE COMUNICACAO,10,216068.54916381836
RS,CE,RIO GRANDE DO SUL,CEARA,S,NE,Sul,Nordeste,,SERVICOS DE COMUNICACAO,37,1507893.6548309326
AC,CE,ACRE,CEARA,N,NE,Norte,Nordeste,,INDUSTRIA,47,137560.91024780273
SE,CE,SERGIPE,CEARA,NE,NE,Nordeste,Nordeste,,SERVICOS DE COMUNICACAO,68,350237.21614456177
ES,CE,ESPIRITO SANTO,CEARA,SE,NE,Sudeste,Nordeste,INDUSTRIA,CONSTRUCAO CIVIL,4,73289.609375
SE,CE,SERGIPE,CEARA,NE,NE,Nordeste,Nordeste,INDUSTRIA,COMERCIO ATACADISTA,216,3626641.4663410187
CE,SC,CEARA,SANTA CATARINA,NE,S,Nordeste,Sul,ENERGIA ELETRICA,ENERGIA ELETRICA,6,1.3095154E7
CE,BA,CEARA,BAHIA,NE,NE,Nordeste,Nordeste,,,106,7469069.15133667
PI,CE,PIAUI,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO VAREJISTA,OUTROS SEGMENTOS,2,1523.0
TO,CE,TOCANTINS,CEARA,N,NE,Norte,Nordeste,,SERVICOS DE TRANSPORTE,451,817046.9012322426
PR,CE,PARANA,CEARA,S,NE,Sul,Nordeste,ENERGIA ELETRICA,COMERCIO VAREJISTA,22,441367.35595703125
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,ADMINISTRACAO PUBLICA E ORG.INTERNACIONAIS,COMERCIO VAREJISTA,25,1030685.3991699219
BA,CE,BAHIA,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO VAREJISTA,INDUSTRIA,32,35817.95962524414
ES,CE,ESPIRITO SANTO,CEARA,SE,NE,Sudeste,Nordeste,COMERCIO ATACADISTA,SERVICOS DE COMUNICACAO,5,195065.15380859375
